age,balance,housing,loan,campaign,previous,contact_recency,job_blue-collar,job_management,job_retired,job_self-employed/entrepreneur,job_services/housemaid,job_student/unemployed,job_technician,marital_married,marital_single,education_secondary,education_tertiary,contact_cellular,contact_telephone,poutcome_success,poutcome_unknown,month_phase_month_begin,month_phase_month_end,campaign_season_peak_season
-0.8499917614623553,-0.3591372415518156,0.8792500559202501,2.3363234107558863,-0.571373856015942,1.3415498357524396,0.043276869065429456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8499917614623553,-0.219922065008063,0.8792500559202501,-0.42802293355287807,0.06244380642581891,-0.3214493774716523,-0.08450025797001592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1.0231368054828,-0.4481436658994607,-1.137332881888042,-0.42802293355287807,-0.25446502479506156,-0.3214493774716523,-0.08450025797001592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.5992431882404174,-0.4038034691548463,-1.137332881888042,-0.42802293355287807,-0.25446502479506156,-0.3214493774716523,-0.08450025797001592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.7563353331150975,-0.31479704480720117,0.8792500559202501,-0.42802293355287807,-0.571373856015942,-0.3214493774716523,-0.08450025797001592,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
-1.2246174748513863,-0.42727769096081863,0.8792500559202501,2.3363234107558863,-0.25446502479506156,-0.3214493774716523,-0.08450025797001592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1.116793233830058,-0.39271841996869267,-1.137332881888042,-0.42802293355287807,1.0131703000884602,-0.3214493774716523,-0.08450025797001592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
0.4611982353992535,-0.03897493858702622,0.8792500559202501,-0.42802293355287807,0.06244380642581891,9.102212830798202,0.03094316954463356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.569022476420582,-0.4598807768024469,0.8792500559202501,-0.42802293355287807,-0.571373856015942,-0.3214493774716523,-0.08450025797001592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2.989921800775213,-0.007349945320646821,-1.137332881888042,-0.42802293355287807,0.06244380642581891,1.3415498357524396,0.0728673616420589,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.0373046181568708,-0.42662562924398606,0.8792500559202501,-0.42802293355287807,-0.25446502479506156,-0.3214493774716523,-0.08450025797001592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
0.3675418070519957,-0.373482599322132,-1.137332881888042,-0.42802293355287807,0.06244380642581891,-0.3214493774716523,-0.08450025797001592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
0.8358239487882845,-0.3385972974715898,0.8792500559202501,-0.42802293355287807,-0.571373856015942,-0.3214493774716523,-0.08450025797001592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.6626789047678397,-0.3741346610389646,-1.137332881888042,-0.42802293355287807,-0.571373856015942,4.113215191125926,0.29883112313632015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
-1.411930331545902,-0.373482599322132,-1.137332881888042,-0.42802293355287807,-0.25446502479506156,-0.3214493774716523,-0.08450025797001592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.6626789047678397,-0.10907157314652695,-1.137332881888042,-0.42802293355287807,-0.571373856015942,3.004549048976531,0.07978461964698527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.1309610465041287,-0.4598807768024469,-1.137332881888042,-0.42802293355287807,-0.571373856015942,-0.3214493774716523,-0.08450025797001592,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.8499917614623553,-0.12993754808516902,-1.137332881888042,-0.42802293355287807,-0.571373856015942,-0.3214493774716523,-0.08450025797001592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.648511092093769,1.320899771867288,-1.137332881888042,-0.42802293355287807,0.37935263764669935,-0.3214493774716523,-0.08450025797001592,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.10074033468429314,-0.08950972164155001,0.8792500559202501,-0.42802293355287807,-0.571373856015942,-0.3214493774716523,-0.08450025797001592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1.3041060905245734,-0.30305993390421504,0.8792500559202501,-0.42802293355287807,-0.25446502479506156,1.3415498357524396,0.01583480151419285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.8358239487882845,-0.3796771856320414,0.8792500559202501,-0.42802293355287807,-0.571373856015942,0.7872167646777422,0.15858793492668502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.3182739031986441,-0.45499031392620265,-1.137332881888042,2.3363234107558863,-0.571373856015942,-0.3214493774716523,-0.08450025797001592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
0.4611982353992535,-0.38098130906570654,0.8792500559202501,-0.42802293355287807,-0.25446502479506156,-0.3214493774716523,-0.08450025797001592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
-1.1309610465041287,0.08556884932799368,-1.137332881888042,-0.42802293355287807,-0.25446502479506156,1.3415498357524396,0.1035490987991301,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.7563353331150975,-0.25741561372593547,-1.137332881888042,-0.42802293355287807,-0.571373856015942,-0.3214493774716523,-0.08450025797001592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.6626789047678397,-0.38978414224294616,-1.137332881888042,-0.42802293355287807,0.06244380642581891,-0.3214493774716523,-0.08450025797001592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
-1.411930331545902,-0.0634272529682474,0.8792500559202501,-0.42802293355287807,-0.25446502479506156,-0.3214493774716523,-0.08450025797001592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.9436481898096131,0.2912943209886679,0.8792500559202501,-0.42802293355287807,-0.25446502479506156,-0.3214493774716523,-0.08450025797001592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5548546637465113,-0.4598807768024469,0.8792500559202501,-0.42802293355287807,-0.571373856015942,-0.3214493774716523,-0.08450025797001592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
0.648511092093769,-0.46411917796185853,0.8792500559202501,-0.42802293355287807,1.0131703000884602,0.7872167646777422,0.0182483596461154,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9436481898096131,-0.3275122482854362,-1.137332881888042,-0.42802293355287807,-0.571373856015942,-0.3214493774716523,-0.08450025797001592,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.6787318039136043,-0.40673774688059283,-1.137332881888042,-0.42802293355287807,-0.571373856015942,-0.3214493774716523,-0.08450025797001592,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
3.364547514164244,-0.2610019531685146,-1.137332881888042,-0.42802293355287807,0.06244380642581891,-0.3214493774716523,-0.08450025797001592,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
